-4,9999999999999996e-05	6,7577645285199495e-09	6,8446305567793075e-09	6,9314806117048988e-09	7,0183145128854818e-09	7,1051320660320272e-09	7,1919330213443544e-09	7,2787172539223732e-09	7,3654845139659031e-09	7,4522346071859147e-09	7,5389673392933787e-09	7,625682502121478e-09	7,712379929136759e-09	7,799059370539041e-09	7,8857206597948704e-09	7,9723635748596422e-09	8,0589879214443272e-09	8,145593505259896e-09	8,2321801320173194e-09	8,3187476074275679e-09	8,4052957094460368e-09	8,4918242437836966e-09	8,5783330161515181e-09	8,664821832260472e-09	8,7512904978215289e-09	8,837738790790084e-09	8,9241665168771078e-09	9,0105735095491468e-09	9,0969595190060204e-09	9,1833243925920627e-09	9,2696679221404565e-09	9,3559898717288092e-09	9,4422901025792427e-09	9,5285683510137886e-09	9,6148244921323567e-09	9,7010582483791907e-09	9,7872694809764127e-09	9,8734579817572055e-09	9,9596235425547519e-09	1,0045765969080023e-08	1,0131885080921776e-08	1,0217980656035408e-08	1,0304052472376313e-08	1,03901004050444e-08	1,0476124218117278e-08	1,056212368955034e-08	1,0648098666687922e-08	1,073404891360763e-08	1,0819974277653799e-08	1,0905874536781823e-08	1,0991749468947098e-08
-4,9916666666666663e-05	6,779607618356831e-09	6,8667537350686203e-09	6,9538838021188099e-09	7,0409976460350521e-09	7,1280950517116359e-09	7,2151757971039565e-09	7,302239722617454e-09	7,3892865923297357e-09	7,4763162188906662e-09	7,5633284080112162e-09	7,6503229376467807e-09	7,7372996204472244e-09	7,8242582621235179e-09	7,9111986336921625e-09	7,9981205686197043e-09	8,0850238379226447e-09	8,1719082473119542e-09	8,2587736094374975e-09	8,3456197230713514e-09	8,4324463661689109e-09	8,5192533583189345e-09	8,6060404913546051e-09	8,6928075709868935e-09	8,7795543890489824e-09	8,8662807443129488e-09	8,9529864424897632e-09	9,0396712892903963e-09	9,1263350557313494e-09	9,2129775960958504e-09	9,2995986675226128e-09	9,3861980757226071e-09	9,472775640284592e-09	9,5593311322250685e-09	9,645864385010583e-09	9,7323751765965305e-09	9,8188633196327757e-09	9,9053286198302892e-09	9,9917708620833601e-09	1,0078189865980747e-08	1,016458543723342e-08	1,0250957360735669e-08	1,0337305421381782e-08	1,0423629459577199e-08	1,0509929260216211e-08	1,0596204615131999e-08	1,0682455364730004e-08	1,0768681259210044e-08	1,0854882138977562e-08	1,0941057795865738e-08	1,1027208014768863e-08
-4,9833333333333329e-05	6,8016264079262534e-09	6,8890548751698866e-09	6,9764672025462993e-09	7,0638632304609317e-09	7,1512427368691789e-09	7,238605499726436e-09	7,325951366377037e-09	7,4132800939596954e-09	7,5005914951242758e-09	7,5878853547650671e-09	7,67516147859304e-09	7,7624196931358469e-09	7,8496597416544134e-09	7,9368814576152857e-09	8,0240846189738591e-09	8,1112690453188918e-09	8,1984345284835669e-09	8,2855808533621733e-09	8,3727078395434695e-09	8,4598152649828506e-09	8,5469029284523934e-09	8,6339706495408564e-09	8,7210182062036345e-09	8,8080454041516987e-09	8,8950520560349133e-09	8,9820379328697797e-09	9,0690028611839502e-09	9,1559466258717137e-09	9,2428690257051471e-09	9,3297698663952211e-09	9,4166489397751185e-09	9,503506058494704e-09	9,5903410074482665e-09	9,6771535992856705e-09	9,7639436189012052e-09	9,8507108928225229e-09	9,9374551990050186e-09	1,0024176343159663e-08	1,0110874124058533e-08	1,0197548361290387e-08	1,028419883281062e-08	1,0370825330452416e-08	1,0457427694621213e-08	1,0544005696333514e-08	1,0630559120483607e-08	1,0717087828293614e-08	1,0803591556085568e-08	1,0890070151203801e-08	1,0976523398542604e-08	1,1062951103812946e-08
-4,9749999999999996e-05	6,8238225972572231e-09	6,9115356701732189e-09	6,9992325268941613e-09	7,0869130008865966e-09	7,1745768770448137e-09	7,2622239333242078e-09	7,3498539962524312e-09	7,437466843784879e-09	7,525062274693628e-09	7,612640087750755e-09	7,7002000747894428e-09	7,7877420484595561e-09	7,8752657728387021e-09	7,9627710883323211e-09	8,0502577520791263e-09	8,1377255836678764e-09	8,2251743749317541e-09	8,3126039107650485e-09	8,4000140176954119e-09	8,4874044736782395e-09	8,574775077485608e-09	8,6621256140118064e-09	8,7494559028455932e-09	8,8367657427590451e-09	8,9240549186464513e-09	9,0113232292798884e-09	9,098570487309221e-09	9,1857964568120565e-09	9,273000978193835e-09	9,3601838363488454e-09	9,447344809232483e-09	9,5344837233724e-09	9,6216003567239916e-09	9,7086945358149102e-09	9,7957660108449751e-09	9,8828146222196267e-09	9,9698401756498356e-09	1,0056842442152103e-08	1,0143821234376293e-08	1,0230776364972272e-08	1,0317707618834326e-08	1,0404614766978959e-08	1,0491497670628291e-08	1,0578356093859931e-08	1,0665189835445954e-08	1,0751998701097332e-08	1,0838782489586141e-08	1,0925541020501139e-08	1,1012274078736617e-08	1,1098981456125756e-08
-4,9666666666666663e-05	6,8461978863787465e-09	6,9341978548020933e-09	7,0221815376414476e-09	7,110148747546674e-09	7,1980992832898494e-09	7,2860329089485809e-09	7,373949451050521e-09	7,4618487083677465e-09	7,5497304519167585e-09	7,6375944874085278e-09	7,7254406205540249e-09	7,8132686431864329e-09	7,9010783332611467e-09	7,988869503428031e-09	8,0766419455202687e-09	8,1643954583099365e-09	8,2521298336302173e-09	8,3398448771920819e-09	8,427540380828713e-09	8,5152161224955059e-09	8,6028719287201127e-09	8,6905075774579288e-09	8,7781228674810308e-09	8,8657176045003894e-09	8,9532915803491875e-09	9,0408445729828202e-09	9,1283764089289399e-09	9,2158868869596233e-09	9,3033757711524778e-09	9,3908429019129436e-09	9,47828802944084e-09	9,5657110010805013e-09	9,6531115739706408e-09	9,7404895677000169e-09	9,8278447741018127e-09	9,9151769988869987e-09	1,0002486040827652e-08	1,0089771670940273e-08	1,0177033736569197e-08	1,0264271994853136e-08	1,0351486265380849e-08	1,0438676333046626e-08	1,052584201050033e-08	1,0612983103452933e-08	1,0700099382920936e-08	1,078719067543199e-08	1,0874256758941492e-08	1,0961297453038199e-08	1,1048312542616401e-08	1,1135301840325962e-08
-4,958333333333333e-05	6,8687540100142996e-09	6,9570431915355613e-09	7,0453159972672097e-09	7,1335722606757912e-09	7,221811752777807e-09	7,3100342654064399e-09	7,3982395973337667e-09	7,4864275542707581e-09	7,5745979280505971e-09	7,6627505035675725e-09	7,7508850657159734e-09	7,8390014340845582e-09	7,9270993935676159e-09	8,0151787359983295e-09	8,1032392601487757e-09	8,1912807439743496e-09	8,2793030070638096e-09	8,3673058343114448e-09	8,455289024489332e-09	8,5432523763695478e-09	8,6311956679074875e-09	8,7191187048141217e-09	8,8070212858615271e-09	8,8949032028828867e-09	8,9827642546502773e-09	9,0706042329968817e-09	9,1584229505725645e-09	9,2462201922716147e-09	9,3339957429883214e-09	9,421749415372549e-09	9,5094809943185865e-09	9,5971902994151925e-09	9,6848770878010804e-09	9,7725411998816902e-09	9,8601823927957355e-09	9,9478004791930807e-09	1,0035395292540272e-08	1,0122966576098236e-08	1,0210514156394623e-08	1,0298037839140406e-08	1,0385537395352085e-08	1,047301263074063e-08	1,0560463357955907e-08	1,0647889382708886e-08	1,0735290455199387e-08	1,0822666429710637e-08	1,0910017056442456e-08	1,0997342182739178e-08	1,1084641572678411e-08	1,1171915038910019e-08
-4,9499999999999997e-05	6,8914927098262524e-09	6,9800734220359928e-09	7,0686377098838626e-09	7,1571853443863631e-09	7,2457161381933588e-09	7,3342298415046692e-09	7,4227263155424161e-09	7,5112053035675252e-09	7,5996666182298611e-09	7,6881100513626066e-09	7,7765353809211568e-09	7,864942440372058e-09	7,9533309799151297e-09	8,0417008052613426e-09	8,1300517221216673e-09	8,2183835153903928e-09	8,3066959699618081e-09	8,3949888984857779e-09	8,4832621066732727e-09	8,5715153655407939e-09	8,6597484599826302e-09	8,7479612095875403e-09	8,8361533853720253e-09	8,9243248138637377e-09	9,0124752591402846e-09	9,1006045269126368e-09	9,1887124228917649e-09	9,276798731971958e-09	9,3648632390475051e-09	9,4529057775849523e-09	9,5409261047230132e-09	9,6289240261726583e-09	9,7168993407059645e-09	9,8048518540339025e-09	9,8927813371729734e-09	9,9806876166508296e-09	1,0068570463483972e-08	1,015642969726116e-08	1,0244265109815576e-08	1,0332076492980402e-08	1,0419863624711034e-08	1,0507626324596231e-08	1,0595364384469175e-08	1,0683077603101943e-08	1,0770765779266611e-08	1,085842869785747e-08	1,0946066171524382e-08	1,1033677999039426e-08	1,1121263979174678e-08	1,1208823882946639e-08
-4,9416666666666664e-05	6,9144157552325503e-09	7,0032903712324845e-09	7,0921484657260336e-09	7,1809898374852743e-09	7,2698142783433894e-09	7,3586215523779863e-09	7,4474114861167173e-09	7,5361838783316593e-09	7,6249384792226316e-09	7,7136751222561806e-09	7,8023935715099135e-09	7,891093639633695e-09	7,979775118460708e-09	8,0684377859463474e-09	8,1570814339237963e-09	8,2457058611651313e-09	8,3343108733813231e-09	8,4228962554666609e-09	8,5114617923154334e-09	8,6000072896386115e-09	8,688532539269378e-09	8,7770373191631279e-09	8,865521435030832e-09	8,9539846995223549e-09	9,042426862837516e-09	9,1308477584428616e-09	9,2192471642937868e-09	9,3076248722234745e-09	9,3959806810040014e-09	9,4843144032852322e-09	9,5726257823280925e-09	9,6609146654769162e-09	9,7491808168093108e-09	9,8374240628529286e-09	9,925644153807589e-09	1,0013840923139838e-08	1,0102014148805072e-08	1,0190163643453154e-08	1,0278289171161692e-08	1,0366390565397232e-08	1,0454467597176276e-08	1,0542520065270899e-08	1,0630547775392074e-08	1,0718550519372982e-08	1,080652807516902e-08	1,0894480269307838e-08	1,0982406872805939e-08	1,107030770525208e-08	1,1158182558479446e-08	1,124603121044343e-08
-4,9333333333333331e-05	6,9375249225900326e-09	7,0266958293596637e-09	7,1158501105395011e-09	7,204987599596091e-09	7,2941080536681469e-09	7,3832112715277454e-09	7,4722970588858573e-09	7,5613652006367715e-09	7,6504154816747771e-09	7,739447693833057e-09	7,8284616289447939e-09	7,9174570996598526e-09	8,0064338700558402e-09	8,0953917389048335e-09	8,1843304911011217e-09	8,2732499323556752e-09	8,3621498475627831e-09	8,4510300285556283e-09	8,5398902879840755e-09	8,6287303899257317e-09	8,71755012621378e-09	8,8063493164369788e-09	8,8951277177340415e-09	8,9838851705104084e-09	9,0726214249658987e-09	9,1613362868114834e-09	9,2500295548192391e-09	9,3387010138834547e-09	9,4273504697151012e-09	9,5159777072084673e-09	9,6045825043189481e-09	9,69316469451309e-09	9,7817240279907125e-09	9,8702603451572557e-09	9,9587733962125391e-09	1,0047262986867533e-08	1,0135728929772103e-08	1,0224171009820537e-08	1,0312589011907125e-08	1,0400982762559519e-08	1,0489352018916431e-08	1,0577696572811046e-08	1,0666016257709909e-08	1,0754310844629522e-08	1,0842580125403067e-08	1,093082391268041e-08	1,101904197747805e-08	1,1107234146323641e-08	1,1195400197172578e-08	1,1283539901041362e-08
-4,9249999999999998e-05	6,9608220229500084e-09	7,0502916005299454e-09	7,1397444970089374e-09	7,2291804903423795e-09	7,3185993723634546e-09	7,4080009210275577e-09	7,4973849559234473e-09	7,5867512619454125e-09	7,6760996031710604e-09	7,7654297853113619e-09	7,8547416001994996e-09	7,9440348466075505e-09	8,0333093024909097e-09	8,1225647666216538e-09	8,2118010169551781e-09	8,3010178522635591e-09	8,39021506437998e-09	8,4793924381987296e-09	8,5685497933085664e-09	8,6576868799093099e-09	8,7468035037119307e-09	8,8358994634885057e-09	8,9249745580111117e-09	9,0140285582962498e-09	9,1030612769937846e-09	9,1920724781813234e-09	9,2810619953254125e-09	9,3700295716869775e-09	9,4589750407325646e-09	9,5478981804175689e-09	9,6367987617584916e-09	9,725676618221879e-09	9,8145315208242323e-09	9,9033632613987344e-09	9,9921716109618863e-09	1,0080956409919128e-08	1,0169717436225856e-08	1,0258454460898569e-08	1,0347167296587134e-08	1,0435855742063627e-08	1,052451958916123e-08	1,0613158595018657e-08	1,0701772600041348e-08	1,0790361396062487e-08	1,0878924740220786e-08	1,0967462459043897e-08	1,1055974337426111e-08	1,1144460181078397e-08	1,1232919774895045e-08	1,1321352889892555e-08
